,id,price,levy,manufacturer,model,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,car_age
3479,45642694,3450.0,607.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,9626.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,5.0
3482,45730715,1098.0,333.0,SUBARU,XV,Jeep,Yes,Hybrid,2.0,127637.0,4.0,Automatic,4x4,4,Left wheel,White,0.0,10.0
3483,45815189,1568.0,934.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,173101.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,9.0
3484,45809716,31424.0,595.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,31000.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,9.0
3485,45809490,13764.0,501.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,157988.0,4.0,Automatic,Front,4,Left wheel,Red,4.0,10.0
3486,45798420,12544.0,1185.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,130000.0,4.0,Automatic,Front,4,Left wheel,Red,8.0,15.0
3489,45730687,32973.0,730.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,94300.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
3491,45809766,14746.0,640.0,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,186872.0,4.0,Automatic,Front,4,Left wheel,Brown,4.0,11.0
3492,45791833,21012.0,640.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,141000.0,4.0,Automatic,Front,4,Left wheel,Carnelian red,8.0,11.0
3497,45416979,39201.0,1399.0,MERCEDES-BENZ,E 350 AMG,Sedan,Yes,Petrol,3.5,76000.0,6.0,Tiptronic,Rear,4,Left wheel,White,8.0,14.0
3499,45803106,13523.0,707.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,161830.0,4.0,Automatic,Front,4,Left wheel,White,4.0,13.0
3500,45607939,2117.0,730.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,181997.0,4.0,Automatic,4x4,4,Left wheel,Black,0.0,8.0
3501,45804847,13172.0,639.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,129445.0,4.0,Automatic,Front,4,Left wheel,Silver,10.0,10.0
3503,44253811,16621.0,781.0,CHEVROLET,Cruze LS,Sedan,No,Petrol,1.4,12532.0,4.0,Automatic,Front,4,Left wheel,Black,8.0,6.0
3504,45648555,7997.0,1537.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,251278.0,6.0,Automatic,4x4,4,Left wheel,Green,12.0,15.0
3505,45793606,27911.0,456.0,TOYOTA,Camry HYBRID,Sedan,No,Hybrid,2.5,193000.0,4.0,Variator,Front,4,Left wheel,Black,12.0,9.0
3506,45809298,7828.0,595.0,HONDA,FIT,Universal,Yes,Petrol,1.5,154691.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,9.0
3507,45451864,14740.0,878.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,200000.0,4.0,Variator,Front,4,Left wheel,Silver,0.0,15.0
3511,45774874,27284.0,640.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,130000.0,4.0,Automatic,Front,4,Left wheel,Black,6.0,11.0
3512,45801908,25032.0,831.0,HYUNDAI,Elantra,Coupe,Yes,Petrol,1.6,22607.0,4.0,Automatic,Front,4,Left wheel,White,4.0,7.0
3513,45773299,19757.0,650.0,CHEVROLET,Cruze LT,Sedan,No,Petrol,1.4,58000.0,4.0,Tiptronic,Front,4,Left wheel,Black,12.0,8.0
3514,45771005,4391.0,584.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,138838.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,10.0
3516,45732130,33230.0,640.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,185000.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,11.0
3517,45781363,15681.0,586.0,FORD,Transit Connect,Goods wagon,No,Diesel,1.8,23000.0,4.0,Manual,Front,2,Left wheel,White,4.0,12.0
3518,45656703,2038.0,1172.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,186542.0,6.0,Automatic,4x4,4,Left wheel,White,12.0,13.0
3519,45802334,18660.0,781.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,62234.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,12.0
3520,45499874,20385.0,308.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,59000.0,4.0,Variator,Front,4,Left wheel,Black,9.0,10.0
3521,45720513,29479.0,779.0,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,83000.0,4.0,Tiptronic,4x4,4,Left wheel,Black,10.0,11.0
3522,45651036,13328.0,1399.0,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,186005.0,6.0,Automatic,4x4,4,Left wheel,Silver,12.0,14.0
3523,45802070,19657.0,862.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,180000.0,4.0,Automatic,Front,4,Left wheel,Yellow,4.0,13.0
3524,45797278,10986.0,687.0,HYUNDAI,I30,Hatchback,Yes,Petrol,1.6,157730.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,14.0
3527,45781773,23521.0,1325.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,22400.0,6.0,Tiptronic,Front,4,Left wheel,Brown,10.0,5.0
3528,45806632,2979.0,645.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,200200.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,13.0
3529,45644424,3607.0,781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,156518.0,4.0,Automatic,Front,4,Left wheel,White,12.0,12.0
3530,45766579,4391.0,1077.0,CADILLAC,CTS,Sedan,Yes,Petrol,2.0,21659.0,4.0,Automatic,4x4,4,Left wheel,Black,12.0,5.0
3533,45748880,21012.0,1091.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,72678.0,4.0,Tiptronic,Front,4,Left wheel,Grey,6.0,8.0
3536,45193146,38260.0,1051.0,HYUNDAI,Santa FE,Jeep,No,Petrol,2.4,113771.0,4.0,Automatic,4x4,4,Left wheel,Orange,7.0,8.0
3542,45793296,21796.0,764.0,CHEVROLET,Orlando,Jeep,Yes,Petrol,2.0,28633.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,9.0
3543,45797597,20209.0,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,108900.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,12.0
3544,45814860,7056.0,1249.0,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,47301.0,4.0,Automatic,Front,4,Left wheel,Red,12.0,7.0
3546,45642330,5488.0,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,109798.0,4.0,Automatic,Front,4,Left wheel,White,12.0,10.0
3547,45796751,15681.0,1347.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,92605.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,16.0
3548,45803687,17054.0,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,171340.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,13.0
3549,45776068,10349.0,702.0,KIA,RIO,Sedan,No,Petrol,1.4,147600.0,4.0,Manual,Front,4,Left wheel,Silver,4.0,15.0
3550,45804455,40224.0,770.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,62232.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,8.0
3551,45755066,23000.0,308.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,90000.0,4.0,Automatic,Front,4,Left wheel,White,12.0,10.0
3556,45785371,10349.0,658.0,HONDA,Insight,Hatchback,No,Hybrid,1.3,278400.0,4.0,Variator,Front,4,Left wheel,Black,6.0,15.0
3557,45816277,20385.0,585.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,98000.0,4.0,Variator,Front,4,Left wheel,Grey,12.0,11.0
3559,45707621,26030.0,781.0,TOYOTA,Camry LE,Sedan,No,Hybrid,2.5,78400.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,12.0
3562,45766264,9252.0,919.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.0,171221.0,6.0,Automatic,Rear,4,Left wheel,Black,12.0,12.0
3563,45803050,42717.0,1017.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,113697.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,7.0
3564,45797057,31797.0,639.0,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,148915.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,10.0
3566,45793624,7188.0,1282.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,67558.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,17.0
3568,45786533,14426.0,586.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,113600.0,4.0,Automatic,Front,4,Left wheel,White,6.0,12.0
3570,45810224,17346.0,753.0,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.4,130000.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,12.0
3580,45809814,25456.0,595.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,45650.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,9.0
3584,45797603,15847.0,1024.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,58788.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,14.0
3585,45804268,24709.0,836.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,107374.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,14.0
3586,45804917,24267.0,642.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,132976.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,12.0
3587,45765665,3607.0,629.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,103358.0,4.0,Automatic,4x4,4,Left wheel,Blue,0.0,9.0
3590,45766534,16621.0,1172.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,119379.0,6.0,Automatic,4x4,4,Left wheel,Silver,12.0,13.0
3591,45337631,32929.0,1249.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,32000.0,4.0,Tiptronic,Front,4,Left wheel,Black,10.0,7.0
3592,45804386,20005.0,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,193926.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,13.0
3593,45813194,15053.0,503.0,TOYOTA,Prius C,Sedan,Yes,Hybrid,1.5,128000.0,4.0,Automatic,Front,4,Left wheel,Red,8.0,12.0
3597,45695613,16308.0,777.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,118582.0,4.0,Tiptronic,Front,4,Left wheel,White,12.0,10.0
3601,45730367,41811.0,639.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,97700.0,4.0,Automatic,Front,4,Left wheel,Brown,4.0,10.0
3602,45797476,11704.0,1047.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,114540.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,17.0
3603,45730607,28241.0,528.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,80856.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,10.0
3605,44922521,12388.0,586.0,HYUNDAI,Elantra Limited,Sedan,Yes,Petrol,1.8,87646.0,4.0,Automatic,Front,4,Left wheel,Silver,8.0,12.0
3607,45804170,26475.0,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,151186.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,13.0
3608,45732380,19309.0,911.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,185987.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
3610,45810228,20237.0,753.0,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.4,146367.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,12.0
3611,45792292,8634.0,640.0,KIA,Optima,Sedan,Yes,Petrol,2.0,47232.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,11.0
3612,45700903,24462.0,1017.0,HYUNDAI,Elantra,Sedan,No,Petrol,2.0,60000.0,4.0,Tiptronic,Front,4,Left wheel,White,8.0,7.0
3613,45809295,13946.0,501.0,HONDA,FIT,Hatchback,Yes,Petrol,1.5,138000.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,10.0
3619,45813844,3920.0,779.0,FORD,Fusion,Sedan,Yes,Petrol,2.5,90672.0,4.0,Automatic,Front,4,Left wheel,White,12.0,11.0
3620,45786794,11604.0,475.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,165000.0,4.0,Tiptronic,Front,4,Left wheel,Silver,10.0,12.0
3622,45797671,20005.0,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,132421.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,12.0
3623,45757925,2117.0,640.0,AUDI,A4,Sedan,Yes,Petrol,2.0,174941.0,4.0,Automatic,4x4,4,Left wheel,Black,12.0,11.0
3626,45767212,12544.0,645.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,152000.0,4.0,Automatic,Front,4,Left wheel,Silver,8.0,13.0
3627,45805596,18814.0,761.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,88265.0,4.0,Automatic,Front,4,Left wheel,White,10.0,14.0
3628,45767930,25716.0,777.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,10400.0,4.0,Automatic,Front,4,Left wheel,Grey,8.0,10.0
3629,45814466,25089.0,1598.0,MERCEDES-BENZ,GL 320 bluetec,Jeep,Yes,Diesel,3.0,171928.0,6.0,Automatic,4x4,4,Left wheel,Golden,12.0,16.0
3631,45727606,20005.0,707.0,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,199569.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,13.0
3632,45806616,25089.0,1292.0,AUDI,100,Jeep,Yes,Petrol,3.0,70782.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,8.0
3635,45792991,5175.0,790.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.6,149692.0,4.0,Automatic,Front,4,Left wheel,White,4.0,15.0
3636,45793508,8311.0,1282.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,63558.0,4.0,Automatic,Front,4,Left wheel,White,4.0,17.0
3638,45647771,34811.0,919.0,BMW,X5,Jeep,Yes,Diesel,3.0,70994.0,6.0,Automatic,4x4,4,Left wheel,Black,0.0,12.0
3639,45781402,12544.0,574.0,HONDA,Insight,Sedan,No,Hybrid,1.3,173000.0,4.0,Automatic,Front,4,Left wheel,Black,8.0,14.0
3641,45802407,15524.0,919.0,HYUNDAI,Grandeur,Sedan,Yes,Petrol,3.0,137235.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,12.0
3643,45799574,26343.0,1091.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,157802.0,4.0,Automatic,Front,4,Left wheel,Black,10.0,8.0
3644,45732169,43394.0,891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,129388.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,8.0
3645,45645722,18817.0,609.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058.0,4.0,Automatic,Front,4,Left wheel,White,12.0,6.0
3646,45813662,27284.0,779.0,TOYOTA,Avalon LIMITED,Sedan,Yes,Hybrid,2.5,109000.0,4.0,Automatic,Front,4,Left wheel,Silver,10.0,11.0
3647,45730036,25889.0,528.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,102000.0,4.0,Automatic,Front,4,Left wheel,White,4.0,10.0
3648,45798286,17227.0,730.0,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,49068.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
3649,45786814,22580.0,777.0,TOYOTA,Camry LE,Sedan,Yes,Petrol,2.5,133000.0,4.0,Tiptronic,Front,4,Left wheel,Black,10.0,10.0
3650,45802966,25810.0,642.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,179421.0,4.0,Automatic,Front,4,Left wheel,White,4.0,12.0
3651,45651222,18817.0,609.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058.0,4.0,Automatic,Front,4,Left wheel,White,12.0,6.0
3652,45812772,3136.0,1249.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,127549.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,7.0
3653,45730566,39458.0,831.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,72924.0,4.0,Automatic,Front,4,Left wheel,Blue,4.0,7.0
3654,44529736,18817.0,781.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,130000.0,4.0,Automatic,Front,4,Left wheel,Blue,12.0,12.0
3655,45806860,1254.0,891.0,LEXUS,RC F,Coupe,Yes,Petrol,2.0,49222.0,4.0,Automatic,Rear,2,Left wheel,Black,12.0,8.0
3656,45730486,24625.0,640.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,167333.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,11.0
3658,45802602,39603.0,891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,120000.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,8.0
3662,45789865,45473.0,1058.0,TOYOTA,Highlander,Jeep,No,Hybrid,3.5,68200.0,6.0,Automatic,4x4,4,Left wheel,White,10.0,12.0
3663,45797080,32744.0,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,107483.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,10.0
3664,45793288,6595.0,790.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.6,38413.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,15.0
3666,45730740,15866.0,687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,121263.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,14.0
3669,45815389,1411.0,1172.0,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,124003.0,6.0,Automatic,4x4,4,Left wheel,Red,12.0,13.0
3670,45730074,46809.0,971.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.2,102066.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,8.0
3673,45774599,14897.0,530.0,FORD,Fusion,Sedan,Yes,Petrol,1.6,188800.0,4.0,Automatic,Front,4,Left wheel,Carnelian red,10.0,11.0
3674,45803314,15257.0,707.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,163374.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,13.0
3675,45719589,13485.0,1024.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,110000.0,4.0,Tiptronic,Front,4,Left wheel,White,10.0,14.0
3678,45451493,25089.0,639.0,BMW,320 2.0,Sedan,Yes,Petrol,2.0,97970.0,4.0,Tiptronic,Rear,4,Left wheel,Black,12.0,10.0
3680,45689281,40456.0,765.0,MERCEDES-BENZ,CLA 250,Sedan,Yes,Petrol,2.0,59000.0,4.0,Tiptronic,Front,4,Left wheel,White,12.0,9.0
3681,45262917,22580.0,830.0,CHEVROLET,Equinox LT,Jeep,No,Petrol,1.5,5124.0,4.0,Automatic,4x4,4,Left wheel,Black,10.0,5.0
3682,45803303,12777.0,640.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,162558.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,11.0
3683,45810803,21326.0,1325.0,NISSAN,Altima,Sedan,Yes,Petrol,2.5,30296.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,5.0
3686,45771643,17876.0,382.0,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,11000.0,4.0,Tiptronic,Front,4,Left wheel,White,12.0,10.0
3687,45770163,1725.0,584.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,107155.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,10.0
3688,45632249,13172.0,781.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,83658.0,4.0,Tiptronic,Front,4,Left wheel,Black,12.0,12.0
3689,45732760,15718.0,836.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,149608.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
3690,45529185,32929.0,1327.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,19000.0,4.0,Tiptronic,Front,4,Left wheel,Black,11.0,6.0
3691,45810305,21987.0,639.0,CHEVROLET,Malibu,Sedan,Yes,Diesel,2.0,133923.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,10.0
3692,45802932,41720.0,891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,114066.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
3693,45730632,24148.0,831.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,27067.0,4.0,Automatic,Front,4,Left wheel,White,4.0,7.0
3695,45785710,12544.0,781.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,120000.0,4.0,Manual,Front,4,Left wheel,Grey,8.0,12.0
3698,45789403,18817.0,585.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,121000.0,4.0,Tiptronic,Front,4,Left wheel,Grey,8.0,11.0
3699,45730420,20000.0,1024.0,VOLKSWAGEN,Crafter,Microbus,No,Diesel,2.5,215000.0,4.0,Manual,Rear,2,Left wheel,White,0.0,14.0
3700,45779425,7700.0,944.0,OPEL,Astra,Universal,No,Diesel,1.7,238075.0,4.0,Manual,Front,4,Left wheel,Silver,8.0,16.0
3701,45725026,17249.0,586.0,HYUNDAI,Elantra limited,Sedan,Yes,Petrol,1.8,87500.0,4.0,Tiptronic,Front,4,Left wheel,Grey,10.0,12.0
3702,45295940,22580.0,749.0,KIA,Optima,Sedan,Yes,Petrol,2.4,47000.0,4.0,Tiptronic,Front,4,Left wheel,Black,6.0,10.0
3704,45732738,10036.0,639.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,268046.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,10.0
3705,45794578,18189.0,586.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,186000.0,4.0,Automatic,Front,4,Left wheel,Silver,10.0,12.0
3708,45804385,29087.0,831.0,JEEP,Compass,Jeep,Yes,Petrol,2.4,63570.0,4.0,Automatic,Front,4,Left wheel,White,4.0,13.0
3709,45803766,27174.0,663.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,279276.0,4.0,Automatic,Front,4,Left wheel,Blue,4.0,9.0
3712,45804579,20883.0,836.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,171157.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
3713,45801911,25299.0,730.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,79845.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
3716,45730714,43868.0,730.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,64841.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,8.0
3718,45652838,1176.0,751.0,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,216208.0,4.0,Automatic,Front,4,Left wheel,Blue,0.0,11.0
3719,45725020,18826.0,836.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,118133.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
3721,45793297,7370.0,364.0,CHEVROLET,Spark,Sedan,Yes,Petrol,1.0,39876.0,4.0,Automatic,Front,4,Left wheel,White,4.0,12.0
3724,45471442,13485.0,697.0,VOLKSWAGEN,Passat SE,Sedan,Yes,Petrol,1.8,91103.0,4.0,Automatic,Front,4,Left wheel,Black,8.0,9.0
3727,45717260,13485.0,640.0,FORD,Focus,Hatchback,No,Petrol,2.0,148000.0,4.0,Automatic,Front,4,Left wheel,Red,5.0,11.0
3728,45803392,8311.0,642.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,36545.0,4.0,Automatic,Front,4,Left wheel,White,4.0,12.0
3730,45789892,8467.0,1345.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.5,64459.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,16.0
3731,45801913,18817.0,584.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,53000.0,4.0,Tiptronic,Front,4,Left wheel,Silver,8.0,10.0
3736,45784126,10349.0,502.0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,145000.0,4.0,Variator,Front,4,Left wheel,Sky blue,8.0,11.0
3738,45731777,15367.0,1024.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,49140.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,14.0
3739,45768845,9408.0,585.0,HYUNDAI,Elantra,Jeep,Yes,Petrol,1.8,207606.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,11.0
3740,44882389,11290.0,585.0,HYUNDAI,Elantra GLS / LIMITED,Sedan,No,Petrol,1.8,69000.0,4.0,Tiptronic,Front,4,Left wheel,Blue,12.0,11.0
3741,45549645,8467.0,893.0,MAZDA,Mazda 3,Hatchback,No,Diesel,1.6,185000.0,4.0,Manual,Front,4,Left wheel,Blue,6.0,16.0
3742,45792690,20385.0,1058.0,TOYOTA,Camry,Sedan,Yes,Petrol,3.5,152679.0,6.0,Tiptronic,Front,4,Left wheel,Black,12.0,12.0
3744,45768635,23521.0,1058.0,TOYOTA,Highlander,Jeep,Yes,Petrol,3.5,140966.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,12.0
3746,45797529,19121.0,530.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,163000.0,4.0,Automatic,Front,4,Left wheel,White,4.0,11.0
3748,45786009,31361.0,779.0,TOYOTA,Avalon limited,Sedan,Yes,Hybrid,2.5,132000.0,4.0,Automatic,Front,4,Left wheel,Carnelian red,10.0,11.0
3750,45801805,16571.0,687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,51994.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
3751,45640738,16308.0,642.0,VOLKSWAGEN,Passat,Sedan,Yes,Diesel,2.0,134000.0,4.0,Tiptronic,Rear,4,Left wheel,White,12.0,12.0
3753,44318819,10663.0,1266.0,HONDA,FIT,Hatchback,No,Hybrid,1.5,106000.0,4.0,Variator,Front,4,Right-hand drive,White,0.0,10.0
3754,45766659,14113.0,308.0,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,339710.0,4.0,Automatic,Front,4,Left wheel,White,12.0,10.0
3755,45766649,1882.0,746.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.5,142426.0,4.0,Automatic,Front,4,Left wheel,White,12.0,15.0
3756,45759529,1490.0,586.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,174106.0,4.0,Automatic,Front,4,Left wheel,White,0.0,12.0
3759,43938774,28100.0,781.0,CHEVROLET,Cruze,Hatchback,Yes,Petrol,1.4,21000.0,4.0,Tiptronic,Front,4,Left wheel,White,10.0,6.0
3761,45732938,8938.0,640.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,106675.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,11.0
3765,45807484,9095.0,502.0,HONDA,FIT,Hatchback,No,Petrol,1.5,41000.0,4.0,Automatic,Front,4,Left wheel,Blue,6.0,11.0
3767,45464983,13172.0,1077.0,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,24302.0,4.0,Automatic,Front,4,Left wheel,Red,12.0,5.0
